borrower_id,age,gender,education,marital_status,num_dependents,residence_type,income,employment_status,loan_amount,loan_term,interest_rate,credit_score,debt_to_income_ratio,existing_loan_balance,previous_loans,previous_default,loan_purpose,monthly_repayment,risk
48680,40,Female,Bachelor,Married,1,Own,18221,Unemployed,71567,48,7.57,680,0.39,87369,3,0,Education,1942.45,High
19869,29,Male,PhD,Divorced,0,Own,29332,Employed,120329,36,5.27,693,0.35,78724,5,1,Car purchase,3870.92,High
24201,63,Male,PhD,Single,4,Own,0,Unemployed,133283,48,7.55,669,0.33,40585,2,0,Debt consolidation,3615.3,High
49893,51,Male,High School,Married,4,Rent,89729,Self-Employed,247258,60,7.75,794,0.39,119871,5,0,Education,5717.84,High
95841,26,Female,PhD,Divorced,0,Own,32264,Employed,108287,36,7.28,656,0.4,106294,5,1,Debt consolidation,3664.91,High
62184,37,Male,High School,Widowed,0,Rent,0,Unemployed,56629,48,4.22,658,0.36,63793,1,0,Medical expenses,1378.92,High
38305,34,Female,Bachelor,Single,2,Rent,52701,Employed,165707,36,3.55,701,0.23,103911,2,1,Debt consolidation,5093.19,Medium
32838,36,Male,Bachelor,Widowed,4,Rent,11041,Unemployed,108756,48,5.57,656,0.29,68077,5,0,Medical expenses,2770.56,High
49535,49,Male,High School,Widowed,3,Own,11768,Unemployed,143375,48,3.37,655,0.26,48884,1,0,Car purchase,3389.62,High
91830,60,Female,PhD,Divorced,3,Own,91976,Employed,333967,36,7.26,791,0.38,154529,2,1,Education,11297.36,High
39949,46,Female,PhD,Widowed,3,Rent,83984,Self-Employed,231926,60,4.27,759,0.34,134326,1,0,Debt consolidation,4690.7,Medium
22219,47,Male,Master,Married,4,Rent,19201,Unemployed,137819,36,5.05,692,0.39,120870,1,1,Medical expenses,4408.29,High
50953,42,Male,Bachelor,Married,5,Own,77763,Employed,178368,48,7.23,773,0.22,83024,5,0,Education,4790.67,Low
83526,59,Male,Master,Single,1,Own,15062,Unemployed,96009,36,3.91,659,0.31,115063,1,0,Debt consolidation,2979.75,High
22026,53,Male,PhD,Widowed,3,Own,64251,Employed,181693,60,4.62,736,0.32,23791,2,0,Medical expenses,3727.73,Medium
16522,63,Male,Master,Widowed,5,Own,99785,Self-Employed,265879,48,4.37,798,0.3,100484,4,0,Car purchase,6507.39,Low
98895,63,Female,Master,Single,1,Own,0,Unemployed,76794,48,7.73,699,0.23,76982,3,1,Debt consolidation,2094.56,High
11013,51,Female,Bachelor,Married,3,Rent,19154,Unemployed,59447,48,7.31,652,0.29,130521,1,1,Medical expenses,1600.61,High
66267,56,Female,PhD,Divorced,0,Own,61284,Employed,145055,60,5.3,744,0.38,33102,4,0,Home improvement,3058.24,High
67104,57,Female,High School,Widowed,2,Own,61827,Employed,144074,36,5.55,707,0.31,60830,3,1,Home improvement,4668.4,Medium
40968,26,Male,Master,Married,1,Rent,0,Unemployed,132306,48,5.32,686,0.35,127677,5,1,Car purchase,3342.93,High
29786,48,Male,PhD,Widowed,5,Own,89379,Self-Employed,164725,48,5.54,769,0.29,19858,1,1,Car purchase,4192.25,Medium
20057,61,Male,PhD,Widowed,4,Rent,119575,Self-Employed,362288,60,6.26,770,0.32,141430,2,0,Education,7928.07,Medium
23566,41,Male,Bachelor,Single,1,Own,87172,Self-Employed,287035,60,3.79,773,0.38,111558,4,1,Medical expenses,5690.47,High
16863,60,Female,High School,Divorced,0,Own,76514,Self-Employed,339722,60,7.82,788,0.37,97388,1,0,Car purchase,7875.89,High
50662,61,Female,Bachelor,Single,2,Own,0,Unemployed,137833,60,7.14,697,0.4,147990,1,1,Medical expenses,3117.32,High
57425,21,Female,Master,Married,1,Own,36291,Self-Employed,79693,36,3.77,668,0.37,36513,5,0,Car purchase,2464.06,High
91006,28,Female,Bachelor,Married,1,Rent,0,Unemployed,103852,48,6.38,665,0.39,170063,3,1,Home improvement,2715.73,High
79993,35,Female,PhD,Married,2,Own,75212,Self-Employed,223864,48,5.51,776,0.39,62349,5,0,Car purchase,5691.74,High
16839,61,Female,Master,Single,5,Rent,65496,Self-Employed,142024,48,5.25,732,0.23,124680,1,0,Education,3580.19,Medium
55820,21,Female,High School,Widowed,4,Own,31326,Employed,60696,48,4.12,670,0.39,197355,3,0,Home improvement,1472.89,High
15020,38,Female,Bachelor,Widowed,3,Rent,35622,Employed,83544,36,7.17,685,0.39,169614,5,1,Debt consolidation,2819.84,High
47762,35,Female,High School,Single,1,Own,0,Unemployed,64530,48,5.98,651,0.33,160745,2,0,Car purchase,1665.95,High
66261,20,Female,Bachelor,Widowed,1,Rent,0,Unemployed,118951,60,5.54,682,0.31,112355,4,0,Education,2531.67,High
58929,36,Male,Master,Single,2,Rent,11698,Unemployed,67486,36,4.76,671,0.36,55898,4,1,Home improvement,2142.31,High
27675,24,Female,High School,Divorced,1,Rent,39512,Employed,55492,48,7.67,682,0.28,152352,4,1,Debt consolidation,1510.77,High
94790,32,Female,Master,Single,5,Own,54078,Self-Employed,196474,48,7.45,747,0.29,111356,3,0,Education,5312.98,Medium
75211,43,Female,High School,Widowed,0,Own,12956,Unemployed,92101,36,3.4,692,0.26,126894,5,1,Home improvement,2819.31,High
68183,42,Female,High School,Divorced,4,Own,90954,Self-Employed,357481,36,3.38,790,0.28,144502,2,0,Home improvement,10936.93,Low
89635,63,Female,High School,Married,0,Rent,16001,Unemployed,100181,60,3.16,659,0.34,107246,3,1,Debt consolidation,1933.49,High
85225,28,Female,PhD,Divorced,5,Own,26858,Employed,53396,60,3.93,683,0.28,157239,1,1,Car purchase,1064.81,High
68493,33,Female,PhD,Married,0,Rent,49812,Employed,145260,60,5.23,705,0.36,93778,3,0,Medical expenses,3054.09,High
81063,38,Female,Bachelor,Married,2,Rent,41585,Employed,136405,36,6.95,701,0.27,160019,3,1,Medical expenses,4579.04,Medium
27009,59,Male,High School,Divorced,3,Own,16730,Unemployed,125353,36,3.63,670,0.33,127958,4,1,Home improvement,3861.22,High
82260,60,Male,Bachelor,Widowed,4,Rent,73954,Employed,190112,48,3.82,770,0.39,69105,3,1,Debt consolidation,4565.86,High
42847,32,Female,Bachelor,Divorced,4,Rent,0,Unemployed,72439,60,6.12,688,0.27,157749,1,0,Debt consolidation,1576.76,High
15958,61,Female,Bachelor,Widowed,4,Rent,118261,Self-Employed,314407,60,4.45,769,0.3,189566,4,1,Education,6406.04,Medium
19564,64,Male,Bachelor,Widowed,3,Own,73370,Self-Employed,239179,60,3.72,795,0.26,100536,4,0,Car purchase,4727.77,Low
77499,55,Male,Master,Married,3,Rent,89464,Self-Employed,214990,36,3.48,768,0.39,171317,4,0,Home improvement,6595.42,High
52917,56,Female,Bachelor,Married,3,Own,117611,Self-Employed,230882,48,3.12,775,0.3,73105,2,1,Debt consolidation,5410.33,Medium
16624,38,Female,PhD,Divorced,4,Rent,49120,Employed,135110,48,6.64,748,0.28,21860,4,0,Medical expenses,3562.4,Medium
83638,32,Female,Master,Single,3,Own,0,Unemployed,66864,36,4.97,700,0.4,156232,3,0,Home improvement,2134.26,High
88966,52,Female,High School,Single,0,Rent,15456,Unemployed,118069,48,3.74,682,0.23,170712,3,0,Education,2827.75,High
90805,39,Female,PhD,Divorced,3,Rent,60854,Self-Employed,128732,48,5.92,750,0.38,190366,1,1,Car purchase,3316.99,High
95929,57,Male,High School,Widowed,1,Own,93848,Employed,328448,36,3.16,794,0.22,14964,4,1,Education,9988.47,Medium
29848,46,Male,PhD,Widowed,5,Rent,0,Unemployed,123516,48,7.99,680,0.31,92248,2,1,Medical expenses,3395.66,High
54869,54,Female,Master,Widowed,1,Rent,96574,Self-Employed,228249,36,7.71,769,0.35,194785,2,1,Car purchase,7806.75,Medium
72888,42,Female,Master,Single,4,Own,96816,Self-Employed,240474,36,4.45,768,0.39,30717,3,1,Car purchase,7571.59,High
72793,33,Male,Master,Divorced,1,Rent,0,Unemployed,81779,36,6.35,683,0.25,71036,1,0,Education,2704.39,High
53292,65,Female,High School,Married,0,Rent,102787,Self-Employed,395113,48,5.39,762,0.35,85299,3,1,Debt consolidation,10006.24,Medium
21725,61,Male,High School,Married,3,Rent,94801,Employed,254069,48,3.93,797,0.39,85882,1,0,Car purchase,6125.18,High
84443,58,Male,Master,Divorced,3,Own,95775,Employed,282176,48,4.36,757,0.27,130301,3,0,Debt consolidation,6903.91,Low
54185,38,Male,Bachelor,Widowed,3,Own,48134,Employed,125004,36,7.91,730,0.26,75024,1,1,Education,4296.32,Medium
40870,48,Female,Master,Divorced,4,Rent,91419,Self-Employed,244254,60,4.18,792,0.22,90427,2,1,Medical expenses,4921.72,Medium
50760,64,Male,Master,Divorced,4,Rent,48753,Employed,225352,36,5.27,738,0.27,194009,5,1,Medical expenses,7249.45,Medium
97044,33,Male,High School,Widowed,4,Own,53486,Employed,129414,36,7.14,732,0.24,150682,2,0,Car purchase,4364.85,Medium
78202,48,Male,Bachelor,Widowed,0,Own,64858,Employed,134588,60,5.08,736,0.21,131209,3,0,Education,2812.89,Medium
43352,20,Male,High School,Single,3,Own,0,Unemployed,59046,48,3.16,676,0.24,45501,4,1,Education,1385.61,High
68790,44,Female,High School,Married,5,Own,55848,Employed,240839,48,5.64,746,0.4,10910,1,1,Education,6149.42,High
98276,54,Female,PhD,Married,1,Own,70166,Self-Employed,222259,36,7.69,796,0.35,18445,4,0,Home improvement,7598.17,Medium
37011,24,Male,High School,Widowed,4,Rent,37133,Employed,55798,48,5.19,684,0.24,24796,2,1,Home improvement,1403.78,High
85511,40,Female,Bachelor,Divorced,1,Rent,79846,Self-Employed,222129,36,5.78,787,0.38,55910,4,1,Debt consolidation,7240.17,High
55143,61,Female,Master,Widowed,3,Rent,84671,Self-Employed,198202,60,5.37,764,0.26,195487,2,1,Debt consolidation,4190.32,Medium
83713,46,Female,Bachelor,Widowed,1,Own,60822,Employed,120727,48,7.24,705,0.31,59933,1,1,Education,3243.53,Medium
98299,58,Male,High School,Married,4,Rent,73689,Self-Employed,377927,48,4.52,750,0.24,59813,1,1,Home improvement,9297,Medium
89220,65,Male,PhD,Married,4,Own,84947,Self-Employed,272224,60,6.24,769,0.25,144431,4,1,Debt consolidation,5952.63,Medium
71537,40,Male,Master,Divorced,3,Rent,0,Unemployed,52125,48,5.77,687,0.32,119465,3,0,Home improvement,1336.57,High
53236,34,Female,Bachelor,Widowed,4,Own,75013,Self-Employed,365375,48,7.83,791,0.35,130803,2,1,Home improvement,9996.05,Medium
28344,54,Female,Bachelor,Single,4,Rent,93608,Employed,325168,36,6.82,776,0.23,175334,2,0,Home improvement,10880.48,Low
11198,33,Female,Master,Single,4,Own,0,Unemployed,50866,60,5.76,650,0.2,199318,3,1,Debt consolidation,1091.92,High
75826,64,Female,Bachelor,Single,0,Rent,52578,Employed,238007,48,7.08,717,0.36,30714,3,1,Education,6362.72,High
84055,35,Male,Master,Single,5,Rent,48280,Employed,199421,48,5.76,703,0.33,194246,2,0,Education,5111.82,Medium
66873,61,Female,High School,Single,1,Rent,19286,Unemployed,85532,36,7.62,693,0.39,152352,5,0,Home improvement,2919.02,High
51220,21,Male,Bachelor,Widowed,0,Own,34239,Employed,81519,60,7.17,674,0.34,151705,3,1,Home improvement,1845.73,High
20279,52,Female,High School,Single,3,Rent,62321,Employed,203993,48,3.15,717,0.36,128109,4,0,Car purchase,4785.34,High
82487,44,Female,Bachelor,Widowed,0,Own,73367,Employed,169269,36,4.34,774,0.34,176173,2,1,Car purchase,5314.11,Medium
57277,26,Male,High School,Divorced,3,Own,33349,Self-Employed,67367,36,3.94,678,0.31,144333,4,0,Debt consolidation,2092.49,High
21746,42,Male,Master,Widowed,0,Own,82707,Self-Employed,354254,36,6.62,785,0.38,73633,5,0,Education,11794.69,High
32216,28,Female,Master,Divorced,3,Rent,27739,Employed,106973,48,5.11,680,0.36,104666,3,0,Education,2684.13,High
87831,59,Male,PhD,Single,1,Own,65932,Employed,187088,60,4.9,721,0.29,122883,5,0,Car purchase,3882.08,Medium
52030,58,Male,PhD,Divorced,1,Own,79100,Self-Employed,342642,60,6.16,786,0.36,95429,4,1,Education,7469.6,High
57843,27,Male,Bachelor,Single,5,Own,13434,Unemployed,88185,60,3.35,700,0.36,186417,4,0,Car purchase,1715.93,High
41722,36,Male,PhD,Widowed,0,Own,17851,Unemployed,120040,60,7.62,694,0.28,19637,3,0,Debt consolidation,2762.92,High
42536,62,Female,Bachelor,Single,4,Own,112181,Self-Employed,262841,36,3.05,766,0.24,145999,5,0,Education,7969.19,Low
59036,45,Female,Bachelor,Divorced,0,Own,59680,Employed,209045,36,3.58,746,0.23,91760,3,1,Home improvement,6430.46,Medium
78303,50,Female,PhD,Single,3,Own,64402,Self-Employed,178712,36,7.05,707,0.2,99935,1,0,Home improvement,6014.16,Medium
77632,31,Male,Master,Widowed,3,Rent,70635,Self-Employed,198352,36,6.2,777,0.28,170984,2,1,Medical expenses,6534.6,Medium
66302,44,Male,Bachelor,Married,2,Rent,0,Unemployed,97945,48,3.99,657,0.25,138315,5,1,Medical expenses,2366.19,High
60939,59,Female,High School,Divorced,2,Own,12826,Unemployed,130541,60,3.42,658,0.26,72540,3,0,Home improvement,2547.73,High
58929,64,Male,PhD,Widowed,4,Rent,16286,Unemployed,74347,48,6.18,694,0.38,55412,5,0,Education,1931.78,High
47858,28,Male,Master,Widowed,4,Rent,30314,Self-Employed,113518,36,3.98,674,0.39,142497,4,1,Education,3529.78,High
64477,65,Female,PhD,Married,0,Rent,59142,Employed,108570,48,4.12,718,0.23,129884,5,1,Medical expenses,2634.63,Medium
76952,27,Male,Master,Divorced,4,Rent,0,Unemployed,105725,36,6.68,691,0.35,88042,1,1,Car purchase,3525.34,High
55688,25,Female,High School,Married,1,Own,19998,Unemployed,71755,60,3.7,663,0.36,25560,5,1,Medical expenses,1417.16,High
46842,58,Male,Master,Divorced,2,Own,0,Unemployed,148316,48,7.59,667,0.37,43262,2,0,Home improvement,4028.02,High
52217,35,Female,PhD,Married,4,Own,16786,Unemployed,109243,36,6.17,699,0.22,145164,3,1,Education,3596.22,High
73968,40,Male,High School,Widowed,5,Own,76072,Employed,290096,48,4.09,777,0.36,139686,3,1,Car purchase,7032.41,High
54270,55,Male,PhD,Divorced,5,Rent,46525,Employed,220476,36,3.62,710,0.29,10177,4,0,Home improvement,6789.44,Medium
95196,39,Male,Master,Single,5,Own,52700,Self-Employed,197476,60,7.52,710,0.21,173998,3,0,Education,4528.78,Medium
95915,25,Male,High School,Married,3,Rent,34726,Employed,79647,60,6.4,650,0.2,100065,1,1,Home improvement,1752.23,High
72613,24,Male,PhD,Single,5,Rent,30133,Employed,98177,48,3.69,699,0.36,44903,2,0,Medical expenses,2347.25,High
83831,20,Male,PhD,Divorced,5,Rent,12480,Unemployed,130750,60,5.21,663,0.22,36336,2,0,Medical expenses,2746.84,High
60335,42,Female,Master,Married,1,Own,0,Unemployed,122534,60,6,688,0.26,191004,1,1,Home improvement,2654.9,High
77862,58,Male,PhD,Divorced,5,Rent,72432,Employed,251157,36,4.21,790,0.32,148487,1,1,Car purchase,7857.73,Medium
27299,44,Female,Master,Married,3,Rent,69246,Employed,117703,36,4.31,702,0.38,114326,5,1,Medical expenses,3692.28,High
64451,47,Female,High School,Married,2,Rent,72589,Self-Employed,284035,36,7.87,759,0.31,112427,5,0,Car purchase,9752.66,Medium
67342,35,Male,Bachelor,Single,3,Rent,70063,Self-Employed,309601,36,4.55,797,0.33,56044,1,0,Home improvement,9773.93,Medium
11487,30,Female,Master,Divorced,1,Own,59568,Employed,170454,60,7.43,749,0.38,97821,4,1,Medical expenses,3896.29,High
18371,36,Male,PhD,Widowed,4,Own,51371,Employed,248605,36,4.84,716,0.35,160447,1,0,Medical expenses,7908.4,Medium
10336,22,Male,Bachelor,Single,3,Own,34917,Self-Employed,73456,36,5.76,695,0.35,119935,2,1,Home improvement,2393.03,High
64559,40,Female,High School,Divorced,0,Rent,57313,Employed,235207,36,7.77,704,0.38,84005,3,1,Debt consolidation,8056.49,High
82494,49,Male,Master,Married,2,Own,13974,Unemployed,98270,60,7.86,699,0.36,153277,2,0,Debt consolidation,2281.5,High
63744,21,Male,Master,Single,2,Rent,16164,Unemployed,63624,36,5.65,665,0.28,25701,2,1,Debt consolidation,2066.9,High
15754,34,Female,Master,Widowed,5,Rent,0,Unemployed,133521,48,3.37,686,0.21,183655,2,0,Car purchase,3156.66,High
44208,40,Female,Master,Divorced,3,Own,52447,Employed,153139,36,6.9,737,0.22,37697,2,1,Education,5134.41,Medium
51160,46,Male,Master,Married,3,Own,78683,Self-Employed,373473,36,3.45,793,0.26,194734,5,0,Home improvement,11447.98,Low
52964,29,Male,Bachelor,Divorced,3,Rent,14896,Unemployed,72789,36,7.76,678,0.31,154210,2,0,Education,2492.62,High
23357,28,Male,High School,Single,1,Rent,38495,Employed,102505,48,6.43,691,0.22,163647,3,0,Debt consolidation,2684.78,High
18450,32,Female,Bachelor,Single,2,Rent,50105,Employed,113274,36,7.62,727,0.36,113546,4,0,Education,3865.79,High
99550,47,Male,Master,Married,1,Own,84614,Self-Employed,381584,36,3.17,789,0.32,179680,3,1,Education,11607.57,Medium
82179,50,Male,High School,Divorced,3,Rent,73071,Self-Employed,318467,60,4.25,784,0.36,110269,3,1,Medical expenses,6435.69,High
73527,42,Female,PhD,Divorced,1,Rent,89566,Self-Employed,207414,36,7.48,799,0.26,133649,5,1,Medical expenses,7054.38,Medium
40508,30,Male,Bachelor,Married,2,Rent,53864,Employed,201822,48,7.68,711,0.24,165325,3,1,Medical expenses,5496.29,Medium
13697,65,Female,Bachelor,Married,3,Own,72141,Employed,159951,36,3.28,788,0.24,148005,4,0,Car purchase,4880.28,Low
90495,32,Male,Master,Married,2,Rent,39840,Employed,126888,60,7.59,699,0.22,147965,3,0,Car purchase,2917.37,High
96787,45,Male,Master,Divorced,2,Rent,73997,Employed,398694,48,6.96,781,0.33,55666,5,1,Home improvement,10618.55,Medium
97232,57,Male,PhD,Divorced,5,Own,51646,Employed,100471,60,7.74,725,0.37,158762,1,0,Medical expenses,2322.55,High
51709,59,Male,High School,Widowed,1,Own,0,Unemployed,95457,48,3.84,655,0.36,185642,3,1,Debt consolidation,2294.15,High
44761,33,Male,High School,Divorced,2,Rent,0,Unemployed,100585,48,6.66,660,0.38,139258,4,1,Medical expenses,2653.77,High
59197,26,Female,Bachelor,Married,3,Rent,29831,Employed,52631,48,4.31,656,0.21,54592,4,0,Debt consolidation,1285.51,High
81702,25,Female,PhD,Single,3,Rent,0,Unemployed,57019,36,4.66,662,0.28,155257,5,1,Car purchase,1805.28,High
48980,35,Male,High School,Widowed,4,Own,36786,Employed,97294,36,5.14,668,0.36,173863,5,1,Home improvement,3119.35,High
22712,21,Male,Bachelor,Divorced,0,Own,30052,Employed,102096,48,5.45,692,0.25,178261,5,1,Home improvement,2590.69,High
58630,44,Female,Bachelor,Widowed,0,Own,85239,Self-Employed,219048,36,7.19,786,0.21,192575,1,0,Car purchase,7397.13,Low
80968,46,Male,High School,Widowed,4,Own,0,Unemployed,112424,48,3.39,695,0.21,159741,5,0,Debt consolidation,2659.76,High
68856,31,Male,Bachelor,Married,1,Rent,52567,Self-Employed,214135,36,7.99,740,0.23,165988,3,1,Debt consolidation,7373.98,Medium
21406,44,Female,Master,Divorced,4,Own,75773,Employed,333608,60,5.94,800,0.28,118643,2,0,Medical expenses,7211.49,Low
87061,57,Male,High School,Single,2,Own,77310,Self-Employed,250412,60,5.43,788,0.29,55141,3,1,Home improvement,5306.65,Medium
